Anime Name,Song Type,Song Name,Song Artist,Mp3 Link,Webm Link
Hayate the Combat Butler,IN,Ai MYSTERY,Marina Inoue & Saki Nakajima,ka3tf1.mp3,1iu96f.webm
Hayate the Combat Butler,IN,Boku wa Kimi no Mono,Ryoko Shiraishi,c1hs05.mp3,vq59ck.webm
Hayate the Combat Butler,IN,Dame!,Rie Kugimiya,a1gtzf.mp3,qtdhdz.webm
Hayate the Combat Butler,IN,Epu Romanesque,Rie Tanaka,sp9xyw.mp3,21fl9f.webm
Hayate the Combat Butler,IN,Izayoi Maigo,Miyu Matsuki,pmdxx4.mp3,ytowhw.webm
Hayate the Combat Butler,IN,Kimi ga Iru Kara ~Just Windy Love~,Mikako Takahashi,edb1xl.mp3,rrkprc.webm
Hayate the Combat Butler,IN,NA・NI・WA Love Motion,Kana Ueda,8zn45x.mp3,gdo9ye.webm
Hayate the Combat Butler,IN,Power of Flower,Shizuka Itou,nt9qi1.mp3,wuwguo.webm
Hayate the Combat Butler,ED1,Hayate no Gotoku!,KOTOKO,8geuku.mp3,muolg2.webm
Hayate the Combat Butler,ED2,"Honjitsu, Mankai Watashi Iro!",Shizuka Itou with Shiraou Gakuin Seitokai Sannin Musume,iv0ayq.mp3,ihh4va.webm
Hayate the Combat Butler,ED3,CAN'T TAKE MY EYES OFF YOU,eyelis,6ur2qq.mp3,q6ey26.webm
Hayate the Combat Butler: Can't Take My Eyes Off You,ED2,Yoki Shōjo no Tame no Pavane,Haruka Yamazaki,e69yax.mp3,6kac2i.webm
Hayate the Combat Butler: Can't Take My Eyes Off You,ED3,"Here I am, Here we are",Haruka Yamazaki & Rie Kugimiya & Ryoko Shiraishi,9tr1gd.mp3,ba078i.webm
Hayate the Combat Butler: Can't Take My Eyes Off You,IN,-paradigm shift-,Haruka Yamazaki,i2fnnu.mp3,tv8l16.webm
Hayate the Combat Butler: Can't Take My Eyes Off You,IN,"Bokura, Kakeyuku Sora e",Haruka Yamazaki,1ez2w8.mp3,iihqoh.webm
Hayate the Combat Butler: Can't Take My Eyes Off You,IN,CAN'T TAKE MY EYES OFF YOU (Reprise),eyelis,edv7mg.mp3,tny59s.webm
Hayate the Combat Butler: Can't Take My Eyes Off You,IN,Precious Nativity,Haruka Yamazaki,1k6rvg.mp3,pe6npj.webm
Hayate the Combat Butler: Can't Take My Eyes Off You,IN,Shinen,Haruka Yamazaki,iqqsbs.mp3,2huai8.webm
Hayate the Combat Butler! Cuties,ED7,Tsuki no Inori,Haruka Yamazaki,fy5xgf.mp3,ixht24.webm
Hayate the Combat Butler! Cuties,ED9,POKER FACE for all,Ayumi Fujimura,6ni8d2.mp3,32hg65.webm
Hayate the Combat Butler! Cuties,ED12,Invitation ~Kimi to Iru Basho de~,"Ryoko Shiraishi, Rie Kugimiya, Rie Tanaka",c6copx.mp3,wqbawb.webm
Hayate the Combat Butler! Cuties,IN,-paradigm shift-,Haruka Yamazaki,qk1fgz.mp3,x5la2s.webm
Hayate the Combat Butler! Cuties,IN,"Bokura, Kakeyuku Sora e",Haruka Yamazaki,dhbpu9.mp3,9zwbwl.webm
Hayate the Combat Butler! Cuties,IN,Precious Nativity,Haruka Yamazaki,3thi66.mp3,dwpyh3.webm
Hayate the Combat Butler! Cuties,IN,Yoki Shōjo no Tame no Pavane,Haruka Yamazaki,o56eug.mp3,goeoag.webm
Hayate the Combat Butler! Heaven Is a Place on Earth,OP1,"Bokura, Kakeyuku Sora e",Haruka Yamazaki,vebt8o.mp3,hvg4cb.webm
Hayate the Combat Butler! Heaven Is a Place on Earth,ED1,Heaven is a Place on Earth,fripSide,6nc0o1.mp3,seu28u.webm
Hayate the Combat Butler! Heaven Is a Place on Earth,IN,Invisible Message,ELISA,09en1w.mp3,0446n7.webm
Hayate the Combat Butler!!,ED1,Steppin',Shizuka Itou,062ee8.mp3,n5d929.webm
Hayate the Combat Butler!!,IN,Zankoku na Tenshi no Thesis,Shizuka Itou,5rsaja.mp3,zvka98.webm
Hayō no Tsurugi: Shikkoku no Mashō,ED1,Don't Cry My Love,Makihiko Araki,Not Found,Not Found
He Is My Master,OP1,TRUST,Masami Okui,w4i72a.mp3,ceg7bz.webm
He Is My Master,ED1,Aijou no Katamari,"Masumi Asano, Ai Shimizu, Kana Ueda",9wfvfp.mp3,yekqx6.webm
Healin' Good♡Precure,OP1,Healin' Good♥Precure Touch!!,Rie Kitagawa,qq19za.mp3,blh7au.webm
Healin' Good♡Precure,ED1,Miracle-tto♥Link Ring!,Machico,6eh8f4.mp3,u212pq.webm
Healin' Good♡Precure,ED2,Everybody☆Healin' Good Day!,Kanako Miyamoto,3kwnjk.mp3,0g5kex.webm
Healin' Good♡Precure,IN,We are Alive!!,Rie Kitagawa,nsbero.mp3,jt3vz0.webm
Heartcatch Precure!,OP1,Alright! Heartcatch Precure!,Aya Ikeda,419hcf.mp3,o50qp2.webm
Heartcatch Precure!,ED1,Heartcatch☆Paradise!,Mayu Kudō,q6p5lj.mp3,zpnbo8.webm
Heartcatch Precure!,ED2,Tomorrow Song~Ashita no Uta~,Mayu Kudō,di8525.mp3,c6y9z2.webm
Heartcatch Precure!,IN,HEART GOES ON,Aya Ikeda & Mayu Kudō,krv6zy.mp3,uagd8a.webm
Heartcatch Precure!,IN,MOON ~Gekkou~ ATTACK,Aya Hisakawa,kofe1v.mp3,2ac2ym.webm
Heartcatch Precure!,IN,Power of Shine,Houko Kuwashima,v539s2.mp3,0h8uag.webm
Heartcatch Precure!,IN,Special*Colorful,Fumie Mizusawa,eae56l.mp3,blxp4w.webm
Heartcatch Precure!,IN,Tsu.Bo.Mi ~Future Flower~,Nana Mizuki,w8gx3h.mp3,uagiaq.webm
Heartcatch Precure! Hana no Miyako de Fashion Show…Desu ka!?,OP1,Alright! Heartcatch Precure! for the Movie,Aya Ikeda with Heartcatch Precure,ukkqol.mp3,18bpkt.webm
Heartcatch Precure! Hana no Miyako de Fashion Show…Desu ka!?,ED1,Tomorrow Song~Ashita no Uta~ for the Movie,Mayu Kudō with Heartcatch Precure,1af30d.mp3,vw9r9d.webm
Heat Guy J,OP1,FACE,TRY FORCE,Not Found,hmom1n.webm
Heat Guy J,ED1,Kokoro no Sukima,wyse,Not Found,8hj5jc.webm
Heat Guy J,ED2,Hikari,Saeko Chiba,Not Found,kuoh87.webm
Heaven's Design Team,OP1,Give It Up?,96neko,v2oyz8.mp3,b7od2j.webm
Heaven's Design Team,ED1,DESIGNED BY HEAVEN!,Paraiso☆Shain Stars,rqhk07.mp3,3mo2j5.webm
Heaven's Design Team,ED2,DESIGNED BY HEAVEN! TECHNOBOYS PULCRAFT GREEN-FUND Ver.,TECHNOBOYS PULCRAFT GREEN-FUND,wsiy8c.mp3,qxqfli.webm
Heaven's Design Team,IN,Rap Battle,Yūichirō Umehara & Junichi Suwabe,lt6guq.mp3,5pcpfx.webm
Heaven's Design Team,IN,Watashi wa Kirei!,Daisuke Kishio,rq7cti.mp3,k3ezol.webm
Heaven's Lost Property,ED1,Soba ni Irareru dake de,blue drops,tlbli0.mp3,rdn2fh.webm
Heaven's Lost Property,ED2,Misaki Meguri,Mina,bkqxhr.mp3,61qfnx.webm
Heaven's Lost Property,ED3,Taiyō ga Kureta Kisetsu,"Saori Hayami, Mina, Ayahi Takagaki, Soichiro Hoshi, Tatsuhisa Suzuki",z4g9ey.mp3,uslvro.webm
Heaven's Lost Property,ED4,Senshi no Kyūsoku,Soichiro Hoshi,64gk2a.mp3,o7oocx.webm
Heaven's Lost Property,ED5,Yuke! Yuke! Kawaguchi Hiroshi,Tatsuo Kamon,ldrvsp.mp3,mxahgi.webm
Heaven's Lost Property,ED6,Natsu-iro no Nancy,Iori Nomizu,74gg0n.mp3,uwg7zn.webm
Heaven's Lost Property,ED7,Furimuku na Kimi wa Utsukushii,"Saori Hayami, Iori Nomizu, Mina, Ayahi Takagaki, Soichiro Hoshi, Tatsuhisa Suzuki",k2520h.mp3,e92gj6.webm
Heaven's Lost Property,ED8,Wild Seven,Soichiro Hoshi & Tatsuhisa Suzuki,xhvlls.mp3,pdosmb.webm
Heaven's Lost Property,ED9,Hatsukoi,Saori Hayami & Ayahi Takagaki,qs198e.mp3,4dqn7e.webm
Heaven's Lost Property,ED10,Bokura no Diary,Ayahi Takagaki & Tatsuhisa Suzuki,saz523.mp3,suxech.webm
Heaven's Lost Property,ED11,Champion,Soichiro Hoshi & Saki Fujita,o6643u.mp3,odef4t.webm
Heaven's Lost Property,ED12,Akai Hana Shiroi Hana,Saori Hayami,b0za9e.mp3,34kdky.webm
Heaven's Lost Property,ED13,Haru Ichiban,"Saori Hayami, Iori Nomizu, Mina",7hacbh.mp3,wqhans.webm
Heaven's Lost Property,IN,Chiku Chiku B Chikku,Soichiro Hoshi,x6k8d4.mp3,iovs2a.webm
Heaven's Lost Property,IN,fallen down,Saori Hayami,rqc0dx.mp3,vnoni0.webm
Heaven's Lost Property,IN,I'm Falling Down,Brittney Karbowski,le5pmq.mp3,aet1df.webm
Heaven's Lost Property Forte,OP1,Ring My Bell,Souichiro Hoshi,4munu1.mp3,7fj9ih.webm
Heaven's Lost Property Forte,OP2,Heart no Kakuritsu,blue drops,fvtij0.mp3,c0yn1j.webm
Heaven's Lost Property Forte,OP3,Heart no Kakuritsu,blue drops,l355n4.mp3,cluwyy.webm
Heaven's Lost Property Forte,ED1,Kaeru Kara (Piano Version),blue drops,x3adts.mp3,5s4ubj.webm
Heaven's Lost Property Forte,ED2,COSMOS,blue drops,c9kbhc.mp3,ocaxco.webm
Heaven's Lost Property Forte,ED3,Kakemeguru Seishun,Mina & Ayahi Takagaki,1jwcuh.mp3,qet3i2.webm
Heaven's Lost Property Forte,ED4,Miracle Guy,Kaori Fukuhara,5vriip.mp3,5rk6fu.webm
Heaven's Lost Property Forte,ED5,ff (Fortissimo),Mina,3qiu0q.mp3,x4iqme.webm
Heaven's Lost Property Forte,ED6,Soldier in the Space,"Soichiro Hoshi, Tatsuhisa Suzuki",di36w8.mp3,hz1x4z.webm
Heaven's Lost Property Forte,ED7,Kaerazaru Hi no Tame ni,"Soichiro Hoshi, Saori Hayami, Mina, Tatsuhisa Suzuki, Ayahi Takagaki, Iori Nomizu, Kaori Fukuhara",6x3hnm.mp3,surtw1.webm
Heaven's Lost Property Forte,ED8,Odoriko,"Saori Hayami, Ayahi Takagaki",wkf2te.mp3,sm631b.webm
Heaven's Lost Property Forte,ED9,Natsu no Ojō-san,Iori Nomizu,cnis72.mp3,5tdb0f.webm
Heaven's Lost Property Forte,ED10,Bōkyō no Tabi,Soichiro Hoshi & Saki Fujita,i70xgn.mp3,ejoaaq.webm
Heaven's Lost Property Forte,ED11,Kaeru Kara (Guitar Version),blue drops,5jc4yc.mp3,1cyz8c.webm
Heaven's Lost Property Forte,ED12,Jidai Okure no Koibito-tachi,"Saori Hayami, Iori Nomizu, Kaori Fukuhara",mayiw8.mp3,su6b44.webm
Heaven's Lost Property: Project Pink,OP1,Ring My Bell,blue drops,ooen19.mp3,ztv4br.webm
Heaven's Lost Property: Project Pink,ED1,Haru Ichiban,"Saori Hayami, Iori Nomizu, Mina",7hacbh.mp3,wqhans.webm
Heaven's Memo Pad,OP1,Kawaru Mirai,ChouCho,bh1elv.mp3,KamisamaNoMemo-Chou%EF%BC%9AIt'sTheOnlyNEETThingToDo%EF%BC%8E-OP01-NCBD.webm
Heaven's Memo Pad,ED1,Colorado Bulldog,MR. BIG,qpap3v.mp3,b8v23g.webm
Heaven's Memo Pad,ED2,Asunaro,Kenichi Suzumura,rw4moo.mp3,KamisamaNoMemo-Chou%EF%BC%9AIt'sTheOnlyNEETThingToDo%EF%BC%8E-ED01-NCBD.webm
Heaven's Memo Pad,IN,N.E.E.T.,Lotus Juice,bqp4j4.mp3,e9bjuj.webm
Heaven's Memo Pad,IN,Sleeping Butterfly,ChouCho,sb6ddx.mp3,hk44sg.webm
Heaven's Memo Pad,IN,Teddy,Suzi Kim,djgs86.mp3,e9b380.webm
Heaven’s Lost Property the Movie: The Angeloid of Clockwork,OP1,Chō☆Ai Gattai!! Ange Robo!!,Takayuki Miyauchi & Soichiro Hoshi & Mina,iezyri.mp3,yqhyct.webm
Heaven’s Lost Property the Movie: The Angeloid of Clockwork,ED1,Sora to Maboroshi,blue drops,4f5yua.mp3,pqtvah.webm
Heaven’s Lost Property the Movie: The Angeloid of Clockwork,ED2,SECOND,blue drops,w5zqq0.mp3,szmykb.webm
Heaven’s Lost Property the Movie: The Angeloid of Clockwork,IN,Chiku Chiku B Chikku,Soichiro Hoshi,tlnajd.mp3,d70oay.webm
Heaven’s Lost Property the Movie: The Angeloid of Clockwork,IN,Crayon,Yōko Hikasa,v46jk7.mp3,0w7pcz.webm
Heaven’s Lost Property the Movie: The Angeloid of Clockwork,IN,fallen down,Saori Hayami,36ljgw.mp3,5ksrzf.webm
Heaven’s Lost Property the Movie: The Angeloid of Clockwork,IN,I'm Falling Down,Brittney Karbowski,le5pmq.mp3,aet1df.webm
Heavy Metal L-Gaim,OP1,L-Gaim -Time for L-GAIM-,MIO,18228g.mp3,7av554.webm
Heavy Metal L-Gaim,OP2,Kaze no No Reply,Mami Ayukawa,f14wxu.mp3,151qio.webm
Heavy Metal L-Gaim,ED1,Starlight Shower,MIO,6bc8uk.mp3,y08py3.webm
Heavy Metal L-Gaim,IN,Kizutsuita Jealousy,Mami Ayukawa,bujqkb.mp3,3c0a0u.webm
Heavy Metal L-Gaim,ED1,Seiippai no Hohoemi o,Jun Hiroe,2o1rh5.mp3,afmsqh.webm
Heavy Metal L-Gaim,IN,COOL,Jun Hiroe,Not Found,Not Found
Heavy Object,OP1,One More Chance!!,ALL OFF,ap60q3.mp3,HeavyObject-OP01-NCBD.webm
Heavy Object,OP2,Never Gave Up,ALL OFF,iuqbcr.mp3,HeavyObject-OP02a-NCBD.webm
Heavy Object,ED1,Dear Brave,Kano,dbmnfk.mp3,e8kced.webm
Heavy Object,IN,Koi wa One Two ~Anata wa Monster~,Hisako Kanemoto,zpmubx.mp3,xjm2ju.webm
"Heidi, A Girl of the Alps",OP1,Oshiete,Kayoko Ishū,bcvp1a.mp3,AlpsNoShoujoHeidi-OP01-NCBD.webm
"Heidi, A Girl of the Alps",ED1,Mattete Goran,Kumiko Ōsugi,robe5i.mp3,ack9oz.webm
"Heidi, A Girl of the Alps",IN,Alm no Komoriuta,Kayoko Ishū,dnp9ux.mp3,j5lsr2.webm
"Heidi, A Girl of the Alps",IN,Peter to Watashi,Kumiko Ōsugi,9u49ax.mp3,w79ocu.webm
"Heidi, A Girl of the Alps",IN,Yūgata no Uta,Kumiko Ōsugi,piy1g8.mp3,141ztq.webm
"Heidi, A Girl of the Alps",IN,Yuki to Watashi,Kazuko Sugiyama,i4h4ki.mp3,r25vm3.webm
Heion Sedai no Idaten-tachi,OP1,Seija no Koushin,Tatsuya Kitani,uz4g1e.mp3,gmnoki.webm
Heion Sedai no Idaten-tachi,ED1,Raika,Akari Nanawo,l6qg80.mp3,4jpkaz.webm
Heisei Inu Monogatari Bow,OP1,Dai Kirai!,LINDBERG,1v7gfc.mp3,aqf8t3.webm
Heisei Inu Monogatari Bow,ED1,Futarikiri de Ikou yo,LINDBERG,n3f6l0.mp3,feqogb.webm
Heisei Inu Monogatari Bow,ED2,Nengara Noutenki,Edo Yamaguchi & Keiichi Sonobe,4t06xw.mp3,c0hsp5.webm
Helen Keller Monogatari: Ai to Hikari no Tenshi,ED1,Hold Your Heart,Answer,y9o1jk.mp3,1mdbn0.webm
Hell Girl,OP1,Sakasama no Chō,SNoW,xse0sx.mp3,ynfj11.webm
Hell Girl,ED1,Karinui,Mamiko Noto,77uzt3.mp3,t7wdvg.webm
Hell Girl: Fourth Twilight,OP1,Noise,Mio Yamazaki,s1trtk.mp3,5f326d.webm
Hell Girl: Fourth Twilight,ED1,Irogami,Mamiko Noto,m9kszc.mp3,syj43d.webm
Hell Girl: Three Vessels,OP1,tsukihana,Nana Kitade,qkh3y4.mp3,1dked9.webm
Hell Girl: Three Vessels,ED1,Ichi Nuke,Mamiko Noto,v1mk2i.mp3,268ot4.webm
Hell Girl: Two Mirrors,OP1,NightmaRe,SNoW,j82fcs.mp3,mdnted.webm
Hell Girl: Two Mirrors,ED1,Aizome,Mamiko Noto,jn6iuc.mp3,1wsxag.webm
Hell Target,ED1,Saraba Itoshiki Hito yo ~Adios Amor~,Rosa Bianca,p2066x.mp3,aq362s.webm
Hello Kitty and Friends,OP1,Hello Kitty,Megumi Hayashibara,Not Found,Not Found
Hello Kitty no Oyayubi Hime,ED1,Hello Kitty no Oyayubi Hime,Ami Itabashi,n8u2b5.mp3,iozfoc.webm
Hello World,ED1,Shinsekai,OKAMOTO'S,rbdg6c.mp3,ab4b44.webm
Hello World,IN,Lost Game (Movie ver.),Nulbarich,dkbgj7.mp3,szsaf6.webm
Hello World,IN,Yesterday (Movie ver.),Official HiGE DANdism,tnaw4m.mp3,7ciam2.webm
Hello! Lady Lynn,OP1,Lady Crest ~Tobira wo Akete~,Kaori Moritani,rlf52r.mp3,4i1cya.webm
Hello! Lady Lynn,ED1,Nobara no Shouzou,Kaori Moritani,axatvf.mp3,pug87i.webm
Hello! Sandybell,OP1,Hello! Sandybell,Mitsuko Horie & The Chirps,wo43q2.mp3,na51ny.webm
Hello! Sandybell,ED1,Shiroi Suisen,Mitsuko Horie & Koorogi '73,jt3nwe.mp3,ft3btm.webm
Hello!! KINMOZA!,OP1,Yume-iro Parade,Rhodanthe*,wa1557.mp3,Hello%21%21KiniroMosaic-OP01b-NCBD.webm
Hello!! KINMOZA!,OP2,Kirameki-iro Summer Rainbow,Rhodanthe*,7n7upy.mp3,j2dmec.webm
Hello!! KINMOZA!,ED1,My Best Friends,Rhodanthe*,ah85iu.mp3,lvw0ea.webm
Hells,ED1,BREATHE AGAIN,JAMOSA feat. Sphere,3jhbg3.mp3,w80k4g.webm
Hellsing,OP1,COOL† ~Logos Naki World~,Yasushi Ishii,znsnsa.mp3,k0q744.webm
Hellsing,ED1,shine,MR. BIG,6rs2ks.mp3,edlaxk.webm
Hellsing,IN,Daiseidou no Bosatsu,Yasushi Ishii Featuring Tatsuo Tabei,32mzje.mp3,cm04bd.webm
Hellsing,IN,Haikyo ni Haimeku Shinri no VOICE,Yasushi Ishii,7ocx3f.mp3,rxeqcy.webm
Hellsing,IN,Hishinkeishouteki Sute Kyoku ~Omaera Ittai Nan Nanda?,Yasushi Ishii,0kln6h.mp3,0ks29j.webm
Hellsing,IN,Hisshou Myouhourenge Kyoku,Yasushi Ishii,wdx55k.mp3,e0107t.webm
Hellsing,IN,Secret Karma Serenade,Yasushi Ishii,i6rjfs.mp3,sgdn33.webm
Hellsing,IN,"Sensousuru nara Yumi, Yari, Ken de Tatakae!",Yasushi Ishii,kvzsif.mp3,4xoxhq.webm
Hellsing,IN,Shishougaoka de no Juugekisen,Yasushi Ishii,wpb7a1.mp3,4zlpx2.webm
Hellsing,IN,SOUL Kyuumeitai,Yasushi Ishii,m80mw9.mp3,u886dl.webm
Hellsing,IN,Tsumitsukuri na Nikui Yatsu,Yasushi Ishii,n5qy0j.mp3,5rr83z.webm
Hellsing Ultimate,ED1,Gradus vita,Warsaw Philharmonic Orchestra,4jrpdk.mp3,an2tha.webm
Hellsing Ultimate,ED2,Merche funebre,Warsaw Philharmonic Orchestra,8i2yip.mp3,rikamh.webm
Hellsing Ultimate,ED3,Letze Bataillon,Warsaw Philharmonic Orchestra,wzzxdj.mp3,kd1aqg.webm
Hellsing Ultimate,ED4,Das Engellandlied,Warsaw Philharmonic Orchestra,b0n2c4.mp3,n5oerr.webm
Hellsing Ultimate,ED5,A PATRIOT WITH NO NAME,Warsaw Philharmonic Orchestra,sr6dnp.mp3,9w6xf7.webm
Hellsing Ultimate,ED6,Magnolia (Ver. HVI),Suilen,e2vu8a.mp3,jrv8sr.webm
Hellsing Ultimate,ED7,Shintoushite (Ver. SV),Suilen,d9cjie.mp3,f8xe7h.webm
Hellsing Ultimate,ED8,P.S. Namuamidabutsu,Yasushi Ishii,9s7g6c.mp3,2xhr6k.webm
Hellsing Ultimate,ED9,"Sensousuru nara Yumi, Yari, Ken de Tatakae!",Yasushi Ishii,l67cq1.mp3,6tlglm.webm
Hellsing Ultimate,ED10,SCARS,Maon Kurosaki,o3ebg7.mp3,m1sc90.webm
Hellsing Ultimate,IN,Akuma Stocking,Tokusatsu,mjp3os.mp3,fyl4nh.webm
Hellsing Ultimate,IN,Broken English,SCHAFT,otvpy9.mp3,c64mfo.webm
Hellsing Ultimate,IN,Zakuro (Ver. SV),Suilen,tln2zu.mp3,4bwyy7.webm
Henbe,OP1,Magical Mystery Boy,PICKLES,Not Found,Not Found
HENNEKO: The Hentai Prince and the Stony Cat,OP1,Fantastic Future,Yukari Tamura,we72gv.mp3,HentaiOujiToWarawanaiNeko%EF%BC%8E-OP01-NCOLD.webm
HENNEKO: The Hentai Prince and the Stony Cat,ED1,Baby Sweet Berry Love,Yui Ogura,kkm1hp.mp3,HentaiOujiToWarawanaiNeko%EF%BC%8E-ED01-NCOLD.webm
Hentatsu,IN,Hentatsu,Mai Kadowaki & Kaoru Takasugi,9oqkjv.mp3,5dzfx5.webm
Here Is Greenwood,ED1,No Brand Heroes,Chika Sakamoto,ue764n.mp3,9oup00.webm
Here Is Greenwood,ED2,Kimi o Suki de Yokatta,Asami Hayashi,jkfp4t.mp3,tfp1vy.webm
Here Is Greenwood,IN,Kimi o Mamoritai,Nozomu Sasaki,wv1qkb.mp3,b0etpq.webm
Here Is Greenwood,IN,Koko wa Greenwood,Hiroshi Sakamoto,gbiq1j.mp3,w0ylht.webm
Here Is Greenwood,IN,Mezase Barcelona~Ai wa Kyakuriki,Hiroshi Sakamoto,nle9r8.mp3,7x727y.webm
Hero Bank,OP1,Kasege! Jarinko Hero,Nobuaki Kakuda,x6cgsf.mp3,qthtye.webm
Hero Bank,OP2,Kasege! Jarinko Hero,Nobuaki Kakuda with Gappori Kamen Joshi,hftts5.mp3,dygzfz.webm
Hero Bank,ED1,Sayonara Mata Itsuka,meg,ftrk85.mp3,acybbw.webm
Hero Bank,ED2,SARB,High speed boyz,jdirs2.mp3,mhgqlm.webm
Hero Hero-kun,OP1,Mawari Himawari Hero Hero-kun,Ichiro Mizuki & Apple Pie + The 4-B's,Not Found,Not Found
Hero Mask,OP1,Hero Mask,Hisaki Katō,sv7tl0.mp3,0iinlp.webm
Hero Mask,ED1,End Credits,Hisaki Katō,zhtsh2.mp3,ebbkzq.webm
Hero Tales,OP1,WINTERLONG,BEAT CRUSADERS,be4uis.mp3,polnh6.webm
Hero Tales,OP2,Flashback,HIGH and MIGHTY COLOR,ztu4ok.mp3,6c5u46.webm
Hero Tales,ED1,Kakegae no Nai Hito e,Mai Hoshimura,o15u14.mp3,z4eqh6.webm
Hero Tales,ED2,Komorebi no Uta,HIGH and MIGHTY COLOR,zg2i2l.mp3,whtidj.webm
Heroic Age,OP1,gravitation,angela,z1y6lf.mp3,7kt2x0.webm
Heroic Age,ED1,Azurite,Tae Urakabe,w5wxur.mp3,bg8za1.webm
Heroic Age,ED2,Azurite ~for luster star Deianera~,Yui Ishikawa,z65zu4.mp3,h1amth.webm
Heroic Age,ED3,Azurite ~True grace~,Tae Urakabe,l4tpy3.mp3,b47fnu.webm
Heroman,OP1,Roulette,TETSUYA,u4sloj.mp3,iwf2t1.webm
Heroman,OP2,missing,Kylee,8o3ae9.mp3,62mgum.webm
Heroman,ED1,CALLING,FLOW,fhugf3.mp3,h420az.webm
Heroman,ED2,Boku no Te wa Kimi no Tame ni,Mass Alert,uld4rb.mp3,fdnsve.webm
Hetalia Axis Powers,ED1,Marukaite Chikyuu,Daisuke Namikawa,rexf6j.mp3,rfo6ww.webm
Hetalia Axis Powers,ED2,Marukaite Chikyuu,Hiroki Yasumoto,t53xue.mp3,m01oy2.webm
Hetalia Axis Powers,ED3,Marukaite Chikyuu,Hiroki Takahashi,m355n4.mp3,kfxkh5.webm
Hetalia Axis Powers,ED4,Marukaite Chikyuu,Yasuhiro Takato,ze3jrz.mp3,j0qsuo.webm
Hetalia Axis Powers,ED5,Marukaite Chikyuu,Noriaki Sugiyama,wswhgk.mp3,76yv5v.webm
Hetalia Axis Powers,ED6,Marukaite Chikyuu,Masaya Onosaka,k3dla3.mp3,u9ox2f.webm
Hetalia Axis Powers,ED7,Marukaite Chikyuu,Katsuyuki Konishi,rp6vtd.mp3,yif6cj.webm
"Hetalia Axis Powers: Paint it, White!",ED1,WA! Wa!! World Ondo,World 8,ga1w0a.mp3,kazz8i.webm
"Hetalia Axis Powers: Paint it, White!",IN,Mein Gott,Atsushi Kōsaka,Not Found,Not Found
Hetalia The Beautiful World,ED1,Mawaru Chikyū Rondo,Daisuke Namikawa,sh2qit.mp3,fjvdad.webm
Hetalia The World Twinkle,ED1,Hetalian Jet,Daisuke Namikawa,8mqtif.mp3,sj61pc.webm
Hetalia The World Twinkle,IN,Ephemeral Flowers,Saki,4tbf40.mp3,x5ox7z.webm
Hetalia World Series,ED1,Marukaite Chikyuu,Daisuke Namikawa,s4hsoy.mp3,3j86lv.webm
Hetalia World Series,ED2,Marukaite Chikyuu,Hiroki Takahashi,f5t2i4.mp3,i0fvyy.webm
Hetalia World Series,ED3,Marukaite Chikyuu,Yasuhiro Takato,jetjsc.mp3,z3oqhk.webm
Hetalia World Series,ED4,Marukaite Chikyuu,Masaya Onosaka,f5h3c4.mp3,jkahhz.webm
Hetalia World Series,ED5,Marukaite Chikyuu,Yuki Kaida,ltv55g.mp3,spm9kl.webm
Hetalia World Series,ED6,Hata Futte Parade,Daisuke Namikawa,3g7eli.mp3,xfm6xo.webm
Hetalia World Stars,ED1,Chikyuu Marugoto Hug Shitainda,Daisuke Namikawa,8f8d9i.mp3,dguwsm.webm
Hey! Bumboo,OP1,Boku wa Bunbuu,Shiori Hashimoto,Not Found,Not Found
Hey! Bumboo,ED1,Ashita no Wonderland,Shiori Hashimoto,Not Found,Not Found
Heya Camp△,ED1,The Sunshower,Asaka,mwkvzl.mp3,u32c4y.webm
Heybot!,OP1,Hōkago Nejimaki Dance,Misokkasu,nje4sq.mp3,q9ymb7.webm
Heybot!,ED1,Gūchoki Pantsu no Seigi-san,Wa-suta,l94tmo.mp3,jiny1m.webm
Heybot!,ED2,Shakai no Rule,BiSH,vca861.mp3,tfacpp.webm
Hi Score Girl,OP1,New Stranger,sora tob sakana,kg6cf7.mp3,e7hujb.webm
Hi Score Girl II,OP1,flash,sora tob sakana,h97572.mp3,2sheh9.webm
Hi Score Girl II,ED1,Unknown World Map,Etsuko Yakushimaru,e38v6m.mp3,0dqbrb.webm
Hi Score Girl II,IN,Ano Nami wo Koete,Takenobu Mitsuyoshi,8jy8ta.mp3,2rumln.webm
Hi-Speed Jecy,OP1,Please Please Me,Yuko Tsuburaya,644ay6.mp3,c3g0l7.webm
Hi-Speed Jecy,ED1,Kokoro Kara Kimi dake wo Aishiteita yo,Yuko Tsuburaya,awn43t.mp3,y2khy1.webm
Hi☆sCoool! SeHa Girls,OP1,Seha Gagaganbacchau!!,"M・A・O, Minami Takahashi, Shiori Izawa",opwg27.mp3,dzrjgi.webm
Hi☆sCoool! SeHa Girls,ED1,Wakai Chikara -SEGA HARD GIRLS MIX-,"Mai Aizawa, Yū Serizawa, Naomi Ōzora, Minami Tanaka, Haruna Momono",gbkvou.mp3,golpxo.webm
Hi☆sCoool! SeHa Girls,IN,Geki! Teikoku Kageki-dan (Kai),Chisa Yokoyama & Teikoku Kageki-dan,4e0rf6.mp3,v6pwoq.webm
Hiatari Ryokō,OP1,Hiatari Ryoukou!,Aki Asakura,z474ii.mp3,sja6xn.webm
